# ---------------------------------- WARNING ----------------------------------------
# Provisional data are subject to revision. Go to
# http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-03-07 18:09:55 -05:00	(natwebvaas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 10011500 BEAR RIVER NEAR UTAH-WYOMING STATE LINE
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
# IV_TS_ID - An internal number representing the Instantaneous Value time series from which the daily statistic is calculated.
#
# Data provided for site 10011500
#    TS_ID       Parameter    Statistic  IV_TS_ID       Description
#    143377      00060        00003      144242         Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been edited or estimated by USGS personnel and is write protected.
#     P  Provisional data subject to revision.
#     Ice  Ice affected
#
agency_cd	site_no	datetime	143377_00060_00003	143377_00060_00003_cd
USGS	10011500	1974-11-08	44	A
USGS	10011500	1974-11-09	45	A
USGS	10011500	1974-11-10	39	A
USGS	10011500	1974-11-11	37	A
USGS	10011500	1974-11-12	43	A
USGS	10011500	1974-11-13	41	A
USGS	10011500	1974-11-14	38	A
USGS	10011500	1974-11-15	39	A
USGS	10011500	1974-11-16	36	A
USGS	10011500	1974-11-17	37	A
USGS	10011500	1974-11-18	35	A
USGS	10011500	1974-11-19	37	A
USGS	10011500	1974-11-20	38	A
USGS	10011500	1974-11-21	44	A
USGS	10011500	1974-11-22	39	A
USGS	10011500	1974-11-23	37	A
USGS	10011500	1974-11-24	41	A
USGS	10011500	1974-11-25	38	A
USGS	10011500	1974-11-26	37	A
USGS	10011500	1974-11-27	40	A
USGS	10011500	1974-11-28	40	A
USGS	10011500	1974-11-29	40	A
USGS	10011500	1974-11-30	40	A
USGS	10011500	1974-12-01	40	A
USGS	10011500	1974-12-02	40	A
USGS	10011500	1974-12-03	40	A
USGS	10011500	1974-12-04	40	A
USGS	10011500	1974-12-05	37	A
USGS	10011500	1974-12-06	36	A
USGS	10011500	1974-12-07	36	A
USGS	10011500	1974-12-08	40	A
USGS	10011500	1974-12-09	40	A
USGS	10011500	1974-12-10	40	A
USGS	10011500	1974-12-11	40	A
USGS	10011500	1974-12-12	40	A
USGS	10011500	1974-12-13	40	A
USGS	10011500	1974-12-14	40	A
USGS	10011500	1974-12-15	45	A
USGS	10011500	1974-12-16	45	A
USGS	10011500	1974-12-17	45	A
USGS	10011500	1974-12-18	44	A
USGS	10011500	1974-12-19	39	A
USGS	10011500	1974-12-20	38	A
USGS	10011500	1974-12-21	38	A
USGS	10011500	1974-12-22	40	A
USGS	10011500	1974-12-23	40	A
USGS	10011500	1974-12-24	40	A
USGS	10011500	1974-12-25	40	A
USGS	10011500	1974-12-26	40	A
USGS	10011500	1974-12-27	40	A
USGS	10011500	1974-12-28	40	A
USGS	10011500	1974-12-29	40	A
USGS	10011500	1974-12-30	40	A
USGS	10011500	1974-12-31	40	A
USGS	10011500	1975-01-01	40	A
USGS	10011500	1975-01-02	40	A
USGS	10011500	1975-01-03	40	A
USGS	10011500	1975-01-04	40	A
USGS	10011500	1975-01-05	40	A
USGS	10011500	1975-01-06	40	A
USGS	10011500	1975-01-07	40	A
USGS	10011500	1975-01-08	40	A
USGS	10011500	1975-01-09	40	A
USGS	10011500	1975-01-10	40	A
USGS	10011500	1975-01-11	40	A
USGS	10011500	1975-01-12	40	A
USGS	10011500	1975-01-13	40	A
USGS	10011500	1975-01-14	40	A
USGS	10011500	1975-01-15	40	A
USGS	10011500	1975-01-16	40	A
USGS	10011500	1975-01-17	45	A
USGS	10011500	1975-01-18	45	A
USGS	10011500	1975-01-19	50	A
USGS	10011500	1975-01-20	50	A
USGS	10011500	1975-01-21	55	A
USGS	10011500	1975-01-22	55	A
USGS	10011500	1975-01-23	45	A
USGS	10011500	1975-01-24	39	A
USGS	10011500	1975-01-25	39	A
USGS	10011500	1975-01-26	40	A
USGS	10011500	1975-01-27	40	A
USGS	10011500	1975-01-28	40	A
USGS	10011500	1975-01-29	40	A
USGS	10011500	1975-01-30	40	A
USGS	10011500	1975-01-31	40	A
USGS	10011500	1975-02-01	40	A
USGS	10011500	1975-02-02	40	A
USGS	10011500	1975-02-03	42	A
USGS	10011500	1975-02-04	41	A
USGS	10011500	1975-02-05	40	A
USGS	10011500	1975-02-06	40	A
USGS	10011500	1975-02-07	41	A
USGS	10011500	1975-02-08	41	A
USGS	10011500	1975-02-09	41	A
USGS	10011500	1975-02-10	42	A
USGS	10011500	1975-02-11	42	A
USGS	10011500	1975-02-12	43	A
USGS	10011500	1975-02-13	43	A
USGS	10011500	1975-02-14	44	A
USGS	10011500	1975-02-15	47	A
USGS	10011500	1975-02-16	45	A
USGS	10011500	1975-02-17	45	A
USGS	10011500	1975-02-18	45	A
USGS	10011500	1975-02-19	45	A
USGS	10011500	1975-02-20	45	A
USGS	10011500	1975-02-21	45	A
USGS	10011500	1975-02-22	45	A
USGS	10011500	1975-02-23	45	A
USGS	10011500	1975-02-24	50	A
USGS	10011500	1975-02-25	48	A
USGS	10011500	1975-02-26	45	A
USGS	10011500	1975-02-27	42	A
USGS	10011500	1975-02-28	42	A
USGS	10011500	1975-03-01	43	A
USGS	10011500	1975-03-02	44	A
USGS	10011500	1975-03-03	43	A
USGS	10011500	1975-03-04	41	A
USGS	10011500	1975-03-05	46	A
USGS	10011500	1975-03-06	44	A
USGS	10011500	1975-03-07	42	A
USGS	10011500	1975-03-08	42	A
USGS	10011500	1975-03-09	44	A
USGS	10011500	1975-03-10	42	A
USGS	10011500	1975-03-11	44	A
USGS	10011500	1975-03-12	42	A
USGS	10011500	1975-03-13	46	A
USGS	10011500	1975-03-14	45	A
USGS	10011500	1975-03-15	45	A
USGS	10011500	1975-03-16	43	A
USGS	10011500	1975-03-17	49	A
USGS	10011500	1975-03-18	44	A
USGS	10011500	1975-03-19	44	A
USGS	10011500	1975-03-20	45	A
USGS	10011500	1975-03-21	45	A
USGS	10011500	1975-03-22	40	A
USGS	10011500	1975-03-23	45	A
USGS	10011500	1975-03-24	45	A
USGS	10011500	1975-03-25	45	A
USGS	10011500	1975-03-26	45	A
USGS	10011500	1975-03-27	45	A
USGS	10011500	1975-03-28	45	A
USGS	10011500	1975-03-29	45	A
USGS	10011500	1975-03-30	48	A
USGS	10011500	1975-03-31	45	A
USGS	10011500	1975-04-01	46	A
USGS	10011500	1975-04-02	45	A
USGS	10011500	1975-04-03	45	A
USGS	10011500	1975-04-04	44	A
USGS	10011500	1975-04-05	42	A
USGS	10011500	1975-04-06	42	A
USGS	10011500	1975-04-07	42	A
USGS	10011500	1975-04-08	45	A
USGS	10011500	1975-04-09	47	A
USGS	10011500	1975-04-10	44	A
USGS	10011500	1975-04-11	47	A
USGS	10011500	1975-04-12	47	A
USGS	10011500	1975-04-13	45	A
USGS	10011500	1975-04-14	43	A
USGS	10011500	1975-04-15	42	A
USGS	10011500	1975-04-16	42	A
USGS	10011500	1975-04-17	41	A
USGS	10011500	1975-04-18	41	A
USGS	10011500	1975-04-19	42	A
USGS	10011500	1975-04-20	41	A
USGS	10011500	1975-04-21	42	A
USGS	10011500	1975-04-22	49	A
USGS	10011500	1975-04-23	51	A
USGS	10011500	1975-04-24	52	A
USGS	10011500	1975-04-25	56	A
USGS	10011500	1975-04-26	49	A
USGS	10011500	1975-04-27	44	A
USGS	10011500	1975-04-28	48	A
USGS	10011500	1975-04-29	43	A
USGS	10011500	1975-04-30	46	A
USGS	10011500	1975-05-01	45	A
USGS	10011500	1975-05-02	47	A
USGS	10011500	1975-05-03	54	A
USGS	10011500	1975-05-04	63	A
USGS	10011500	1975-05-05	56	A
USGS	10011500	1975-05-06	51	A
USGS	10011500	1975-05-07	49	A
USGS	10011500	1975-05-08	49	A
USGS	10011500	1975-05-09	56	A
USGS	10011500	1975-05-10	77	A
USGS	10011500	1975-05-11	107	A
USGS	10011500	1975-05-12	113	A
USGS	10011500	1975-05-13	104	A
USGS	10011500	1975-05-14	162	A
USGS	10011500	1975-05-15	224	A
USGS	10011500	1975-05-16	290	A
USGS	10011500	1975-05-17	372	A
USGS	10011500	1975-05-18	482	A
USGS	10011500	1975-05-19	624	A
USGS	10011500	1975-05-20	624	A
USGS	10011500	1975-05-21	431	A
USGS	10011500	1975-05-22	300	A
USGS	10011500	1975-05-23	248	A
USGS	10011500	1975-05-24	269	A
USGS	10011500	1975-05-25	347	A
USGS	10011500	1975-05-26	327	A
USGS	10011500	1975-05-27	352	A
USGS	10011500	1975-05-28	297	A
USGS	10011500	1975-05-29	304	A
USGS	10011500	1975-05-30	446	A
USGS	10011500	1975-05-31	606	A
USGS	10011500	1975-06-01	734	A
USGS	10011500	1975-06-02	897	A
USGS	10011500	1975-06-03	1000	A
USGS	10011500	1975-06-04	887	A
USGS	10011500	1975-06-05	1010	A
USGS	10011500	1975-06-06	1160	A
USGS	10011500	1975-06-07	1380	A
USGS	10011500	1975-06-08	1680	A
USGS	10011500	1975-06-09	1220	A
USGS	10011500	1975-06-10	844	A
USGS	10011500	1975-06-11	788	A
USGS	10011500	1975-06-12	891	A
USGS	10011500	1975-06-13	1070	A
USGS	10011500	1975-06-14	1420	A
USGS	10011500	1975-06-15	1810	A
USGS	10011500	1975-06-16	1750	A
USGS	10011500	1975-06-17	1370	A
USGS	10011500	1975-06-18	1260	A
USGS	10011500	1975-06-19	1020	A
USGS	10011500	1975-06-20	860	A
USGS	10011500	1975-06-21	802	A
USGS	10011500	1975-06-22	708	A
USGS	10011500	1975-06-23	746	A
USGS	10011500	1975-06-24	882	A
USGS	10011500	1975-06-25	1060	A
USGS	10011500	1975-06-26	828	A
USGS	10011500	1975-06-27	910	A
USGS	10011500	1975-06-28	1090	A
USGS	10011500	1975-06-29	1240	A
USGS	10011500	1975-06-30	1390	A
USGS	10011500	1975-07-01	1480	A
USGS	10011500	1975-07-02	1550	A
USGS	10011500	1975-07-03	1520	A
USGS	10011500	1975-07-04	1590	A
USGS	10011500	1975-07-05	1510	A
USGS	10011500	1975-07-06	1390	A
USGS	10011500	1975-07-07	1380	A
USGS	10011500	1975-07-08	1340	A
USGS	10011500	1975-07-09	1270	A
USGS	10011500	1975-07-10	1240	A
USGS	10011500	1975-07-11	1170	A
USGS	10011500	1975-07-12	1160	A
USGS	10011500	1975-07-13	1080	A
USGS	10011500	1975-07-14	1070	A
USGS	10011500	1975-07-15	1050	A
USGS	10011500	1975-07-16	1070	A
USGS	10011500	1975-07-17	912	A
USGS	10011500	1975-07-18	765	A
USGS	10011500	1975-07-19	701	A
USGS	10011500	1975-07-20	636	A
USGS	10011500	1975-07-21	584	A
USGS	10011500	1975-07-22	572	A
USGS	10011500	1975-07-23	529	A
USGS	10011500	1975-07-24	488	A
USGS	10011500	1975-07-25	447	A
USGS	10011500	1975-07-26	412	A
USGS	10011500	1975-07-27	382	A
USGS	10011500	1975-07-28	358	A
USGS	10011500	1975-07-29	382	A
USGS	10011500	1975-07-30	484	A
USGS	10011500	1975-07-31	394	A
USGS	10011500	1975-08-01	319	A
USGS	10011500	1975-08-02	263	A
USGS	10011500	1975-08-03	227	A
USGS	10011500	1975-08-04	199	A
USGS	10011500	1975-08-05	184	A
USGS	10011500	1975-08-06	170	A
USGS	10011500	1975-08-07	166	A
USGS	10011500	1975-08-08	157	A
USGS	10011500	1975-08-09	153	A
USGS	10011500	1975-08-10	145	A
USGS	10011500	1975-08-11	136	A
USGS	10011500	1975-08-12	144	A
USGS	10011500	1975-08-13	160	A
USGS	10011500	1975-08-14	142	A
USGS	10011500	1975-08-15	134	A
USGS	10011500	1975-08-16	128	A
USGS	10011500	1975-08-17	115	A
USGS	10011500	1975-08-18	107	A
USGS	10011500	1975-08-19	100	A
USGS	10011500	1975-08-20	108	A
USGS	10011500	1975-08-21	113	A
USGS	10011500	1975-08-22	108	A
USGS	10011500	1975-08-23	93	A
USGS	10011500	1975-08-24	85	A
USGS	10011500	1975-08-25	81	A
USGS	10011500	1975-08-26	78	A
USGS	10011500	1975-08-27	79	A
USGS	10011500	1975-08-28	78	A
USGS	10011500	1975-08-29	73	A
USGS	10011500	1975-08-30	69	A
USGS	10011500	1975-08-31	67	A
USGS	10011500	1975-09-01	64	A
USGS	10011500	1975-09-02	91	A
USGS	10011500	1975-09-03	185	A
USGS	10011500	1975-09-04	168	A
USGS	10011500	1975-09-05	165	A
USGS	10011500	1975-09-06	169	A
USGS	10011500	1975-09-07	167	A
USGS	10011500	1975-09-08	166	A
USGS	10011500	1975-09-09	173	A
USGS	10011500	1975-09-10	176	A
USGS	10011500	1975-09-11	177	A
USGS	10011500	1975-09-12	174	A
USGS	10011500	1975-09-13	176	A
USGS	10011500	1975-09-14	175	A
USGS	10011500	1975-09-15	161	A
USGS	10011500	1975-09-16	149	A
USGS	10011500	1975-09-17	142	A
USGS	10011500	1975-09-18	129	A
USGS	10011500	1975-09-19	116	A
USGS	10011500	1975-09-20	130	A
USGS	10011500	1975-09-21	112	A
USGS	10011500	1975-09-22	97	A
USGS	10011500	1975-09-23	87	A
USGS	10011500	1975-09-24	79	A
USGS	10011500	1975-09-25	71	A
USGS	10011500	1975-09-26	62	A
USGS	10011500	1975-09-27	59	A
USGS	10011500	1975-09-28	58	A
USGS	10011500	1975-09-29	57	A
USGS	10011500	1975-09-30	57	A
USGS	10011500	1975-10-01	57	A
USGS	10011500	1975-10-02	56	A
USGS	10011500	1975-10-03	56	A
USGS	10011500	1975-10-04	55	A
USGS	10011500	1975-10-05	53	A
USGS	10011500	1975-10-06	46	A
USGS	10011500	1975-10-07	48	A
USGS	10011500	1975-10-08	57	A
USGS	10011500	1975-10-09	54	A
USGS	10011500	1975-10-10	57	A
USGS	10011500	1975-10-11	55	A
USGS	10011500	1975-10-12	53	A
USGS	10011500	1975-10-13	56	A
USGS	10011500	1975-10-14	55	A
USGS	10011500	1975-10-15	51	A
USGS	10011500	1975-10-16	57	A
USGS	10011500	1975-10-17	63	A
USGS	10011500	1975-10-18	63	A
USGS	10011500	1975-10-19	60	A
USGS	10011500	1975-10-20	57	A
USGS	10011500	1975-10-21	57	A
USGS	10011500	1975-10-22	61	A
USGS	10011500	1975-10-23	56	A
USGS	10011500	1975-10-24	59	A
USGS	10011500	1975-10-25	66	A
USGS	10011500	1975-10-26	68	A
USGS	10011500	1975-10-27	65	A
USGS	10011500	1975-10-28	68	A
USGS	10011500	1975-10-29	72	A
USGS	10011500	1975-10-30	65	A
USGS	10011500	1975-10-31	63	A
USGS	10011500	1975-11-01	60	A
USGS	10011500	1975-11-02	60	A
USGS	10011500	1975-11-03	58	A
USGS	10011500	1975-11-04	59	A
USGS	10011500	1975-11-05	58	A
USGS	10011500	1975-11-06	58	A
USGS	10011500	1975-11-07	58	A
USGS	10011500	1975-11-08	59	A
USGS	10011500	1975-11-09	53	A
USGS	10011500	1975-11-10	59	A
USGS	10011500	1975-11-11	56	A
USGS	10011500	1975-11-12	55	A
USGS	10011500	1975-11-13	56	A
USGS	10011500	1975-11-14	57	A
USGS	10011500	1975-11-15	58	A
USGS	10011500	1975-11-16	56	A
USGS	10011500	1975-11-17	55	A
USGS	10011500	1975-11-18	53	A
USGS	10011500	1975-11-19	56	A
USGS	10011500	1975-11-20	55	A
USGS	10011500	1975-11-21	55	A
USGS	10011500	1975-11-22	55	A
USGS	10011500	1975-11-23	55	A
USGS	10011500	1975-11-24	55	A
USGS	10011500	1975-11-25	53	A
USGS	10011500	1975-11-26	55	A
USGS	10011500	1975-11-27	55	A
USGS	10011500	1975-11-28	56	A
USGS	10011500	1975-11-29	61	A
USGS	10011500	1975-11-30	60	A
USGS	10011500	1975-12-01	58	A
USGS	10011500	1975-12-02	53	A
USGS	10011500	1975-12-03	53	A
USGS	10011500	1975-12-04	53	A
USGS	10011500	1975-12-05	50	A
USGS	10011500	1975-12-06	50	A
USGS	10011500	1975-12-07	50	A
USGS	10011500	1975-12-08	49	A
USGS	10011500	1975-12-09	49	A
USGS	10011500	1975-12-10	48	A
USGS	10011500	1975-12-11	50	A
USGS	10011500	1975-12-12	49	A
USGS	10011500	1975-12-13	49	A
USGS	10011500	1975-12-14	50	A
USGS	10011500	1975-12-15	50	A
USGS	10011500	1975-12-16	50	A
USGS	10011500	1975-12-17	51	A
USGS	10011500	1975-12-18	50	A
USGS	10011500	1975-12-19	50	A
USGS	10011500	1975-12-20	50	A
USGS	10011500	1975-12-21	50	A
USGS	10011500	1975-12-22	50	A
USGS	10011500	1975-12-23	50	A
USGS	10011500	1975-12-24	50	A
USGS	10011500	1975-12-25	50	A
USGS	10011500	1975-12-26	49	A
USGS	10011500	1975-12-27	48	A
USGS	10011500	1975-12-28	47	A
USGS	10011500	1975-12-29	47	A
USGS	10011500	1975-12-30	47	A
USGS	10011500	1975-12-31	47	A
USGS	10011500	1976-01-01	47	A
USGS	10011500	1976-01-02	47	A
USGS	10011500	1976-01-03	49	A
USGS	10011500	1976-01-04	49	A
USGS	10011500	1976-01-05	49	A
USGS	10011500	1976-01-06	49	A
USGS	10011500	1976-01-07	49	A
USGS	10011500	1976-01-08	46	A
USGS	10011500	1976-01-09	45	A
USGS	10011500	1976-01-10	44	A
USGS	10011500	1976-01-11	45	A
USGS	10011500	1976-01-12	45	A
USGS	10011500	1976-01-13	45	A
USGS	10011500	1976-01-14	45	A
USGS	10011500	1976-01-15	45	A
USGS	10011500	1976-01-16	44	A
USGS	10011500	1976-01-17	44	A
USGS	10011500	1976-01-18	44	A
USGS	10011500	1976-01-19	43	A
USGS	10011500	1976-01-20	42	A
USGS	10011500	1976-01-21	41	A
USGS	10011500	1976-01-22	40	A
USGS	10011500	1976-01-23	40	A
USGS	10011500	1976-01-24	40	A
USGS	10011500	1976-01-25	40	A
USGS	10011500	1976-01-26	40	A
USGS	10011500	1976-01-27	39	A
USGS	10011500	1976-01-28	37	A
USGS	10011500	1976-01-29	38	A
USGS	10011500	1976-01-30	38	A
USGS	10011500	1976-01-31	40	A
USGS	10011500	1976-02-01	40	A
USGS	10011500	1976-02-02	40	A
USGS	10011500	1976-02-03	39	A
USGS	10011500	1976-02-04	38	A
USGS	10011500	1976-02-05	38	A
USGS	10011500	1976-02-06	38	A
USGS	10011500	1976-02-07	38	A
USGS	10011500	1976-02-08	37	A
USGS	10011500	1976-02-09	36	A
USGS	10011500	1976-02-10	36	A
USGS	10011500	1976-02-11	42	A
USGS	10011500	1976-02-12	44	A
USGS	10011500	1976-02-13	40	A
USGS	10011500	1976-02-14	40	A
USGS	10011500	1976-02-15	39	A
USGS	10011500	1976-02-16	38	A
USGS	10011500	1976-02-17	39	A
USGS	10011500	1976-02-18	37	A
USGS	10011500	1976-02-19	38	A
USGS	10011500	1976-02-20	39	A
USGS	10011500	1976-02-21	40	A
USGS	10011500	1976-02-22	40	A
USGS	10011500	1976-02-23	40	A
USGS	10011500	1976-02-24	40	A
USGS	10011500	1976-02-25	40	A
USGS	10011500	1976-02-26	40	A
USGS	10011500	1976-02-27	40	A
USGS	10011500	1976-02-28	40	A
USGS	10011500	1976-02-29	40	A
USGS	10011500	1976-03-01	40	A
USGS	10011500	1976-03-02	40	A
USGS	10011500	1976-03-03	40	A
USGS	10011500	1976-03-04	40	A
USGS	10011500	1976-03-05	40	A
USGS	10011500	1976-03-06	39	A
USGS	10011500	1976-03-07	38	A
USGS	10011500	1976-03-08	37	A
USGS	10011500	1976-03-09	35	A
USGS	10011500	1976-03-10	35	A
USGS	10011500	1976-03-11	37	A
USGS	10011500	1976-03-12	35	A
USGS	10011500	1976-03-13	35	A
USGS	10011500	1976-03-14	34	A
USGS	10011500	1976-03-15	34	A
USGS	10011500	1976-03-16	35	A
USGS	10011500	1976-03-17	34	A
USGS	10011500	1976-03-18	35	A
USGS	10011500	1976-03-19	34	A
USGS	10011500	1976-03-20	40	A
USGS	10011500	1976-03-21	38	A
USGS	10011500	1976-03-22	38	A
USGS	10011500	1976-03-23	37	A
USGS	10011500	1976-03-24	36	A
USGS	10011500	1976-03-25	35	A
USGS	10011500	1976-03-26	38	A
USGS	10011500	1976-03-27	35	A
USGS	10011500	1976-03-28	35	A
USGS	10011500	1976-03-29	35	A
USGS	10011500	1976-03-30	36	A
USGS	10011500	1976-03-31	35	A
USGS	10011500	1976-04-01	40	A
USGS	10011500	1976-04-02	45	A
USGS	10011500	1976-04-03	50	A
USGS	10011500	1976-04-04	55	A
USGS	10011500	1976-04-05	60	A
USGS	10011500	1976-04-06	55	A
USGS	10011500	1976-04-07	60	A
USGS	10011500	1976-04-08	65	A
USGS	10011500	1976-04-09	65	A
USGS	10011500	1976-04-10	70	A
USGS	10011500	1976-04-11	75	A
USGS	10011500	1976-04-12	80	A
USGS	10011500	1976-04-13	85	A
USGS	10011500	1976-04-14	80	A
USGS	10011500	1976-04-15	80	A
USGS	10011500	1976-04-16	75	A
USGS	10011500	1976-04-17	75	A
USGS	10011500	1976-04-18	75	A
USGS	10011500	1976-04-19	70	A
USGS	10011500	1976-04-20	60	A
USGS	10011500	1976-04-21	67	A
USGS	10011500	1976-04-22	84	A
USGS	10011500	1976-04-23	96	A
USGS	10011500	1976-04-24	112	A
USGS	10011500	1976-04-25	131	A
USGS	10011500	1976-04-26	130	A
USGS	10011500	1976-04-27	135	A
USGS	10011500	1976-04-28	110	A
USGS	10011500	1976-04-29	105	A
USGS	10011500	1976-04-30	135	A
USGS	10011500	1976-05-01	210	A
USGS	10011500	1976-05-02	250	A
USGS	10011500	1976-05-03	265	A
USGS	10011500	1976-05-04	280	A
USGS	10011500	1976-05-05	290	A
USGS	10011500	1976-05-06	300	A
USGS	10011500	1976-05-07	320	A
USGS	10011500	1976-05-08	350	A
USGS	10011500	1976-05-09	390	A
USGS	10011500	1976-05-10	480	A
USGS	10011500	1976-05-11	600	A
USGS	10011500	1976-05-12	580	A
USGS	10011500	1976-05-13	600	A
USGS	10011500	1976-05-14	750	A
USGS	10011500	1976-05-15	830	A
USGS	10011500	1976-05-16	760	A
USGS	10011500	1976-05-17	840	A
USGS	10011500	1976-05-18	930	A
USGS	10011500	1976-05-19	930	A
USGS	10011500	1976-05-20	900	A
USGS	10011500	1976-05-21	810	A
USGS	10011500	1976-05-22	730	A
USGS	10011500	1976-05-23	670	A
USGS	10011500	1976-05-24	690	A
USGS	10011500	1976-05-25	600	A
USGS	10011500	1976-05-26	533	A
USGS	10011500	1976-05-27	645	A
USGS	10011500	1976-05-28	795	A
USGS	10011500	1976-05-29	822	A
USGS	10011500	1976-05-30	666	A
USGS	10011500	1976-05-31	609	A
USGS	10011500	1976-06-01	705	A
USGS	10011500	1976-06-02	824	A
USGS	10011500	1976-06-03	846	A
USGS	10011500	1976-06-04	869	A
USGS	10011500	1976-06-05	827	A
USGS	10011500	1976-06-06	808	A
USGS	10011500	1976-06-07	809	A
USGS	10011500	1976-06-08	789	A
USGS	10011500	1976-06-09	789	A
USGS	10011500	1976-06-10	709	A
USGS	10011500	1976-06-11	623	A
USGS	10011500	1976-06-12	477	A
USGS	10011500	1976-06-13	417	A
USGS	10011500	1976-06-14	365	A
USGS	10011500	1976-06-15	298	A
USGS	10011500	1976-06-16	273	A
USGS	10011500	1976-06-17	255	A
USGS	10011500	1976-06-18	227	A
USGS	10011500	1976-06-19	229	A
USGS	10011500	1976-06-20	318	A
USGS	10011500	1976-06-21	399	A
USGS	10011500	1976-06-22	401	A
USGS	10011500	1976-06-23	310	A
USGS	10011500	1976-06-24	253	A
USGS	10011500	1976-06-25	240	A
USGS	10011500	1976-06-26	237	A
USGS	10011500	1976-06-27	227	A
USGS	10011500	1976-06-28	248	A
USGS	10011500	1976-06-29	253	A
USGS	10011500	1976-06-30	234	A
USGS	10011500	1976-07-01	238	A
USGS	10011500	1976-07-02	235	A
USGS	10011500	1976-07-03	207	A
USGS	10011500	1976-07-04	183	A
USGS	10011500	1976-07-05	174	A
USGS	10011500	1976-07-06	161	A
USGS	10011500	1976-07-07	156	A
USGS	10011500	1976-07-08	153	A
USGS	10011500	1976-07-09	147	A
USGS	10011500	1976-07-10	142	A
USGS	10011500	1976-07-11	140	A
USGS	10011500	1976-07-12	178	A
USGS	10011500	1976-07-13	237	A
USGS	10011500	1976-07-14	217	A
USGS	10011500	1976-07-15	196	A
USGS	10011500	1976-07-16	180	A
USGS	10011500	1976-07-17	181	A
USGS	10011500	1976-07-18	210	A
USGS	10011500	1976-07-19	187	A
USGS	10011500	1976-07-20	178	A
USGS	10011500	1976-07-21	172	A
USGS	10011500	1976-07-22	166	A
USGS	10011500	1976-07-23	161	A
USGS	10011500	1976-07-24	149	A
USGS	10011500	1976-07-25	147	A
USGS	10011500	1976-07-26	148	A
USGS	10011500	1976-07-27	139	A
USGS	10011500	1976-07-28	130	A
USGS	10011500	1976-07-29	125	A
USGS	10011500	1976-07-30	150	A
USGS	10011500	1976-07-31	143	A
USGS	10011500	1976-08-01	131	A
USGS	10011500	1976-08-02	116	A
USGS	10011500	1976-08-03	93	A
USGS	10011500	1976-08-04	87	A
USGS	10011500	1976-08-05	76	A
USGS	10011500	1976-08-06	71	A
USGS	10011500	1976-08-07	63	A
USGS	10011500	1976-08-08	60	A
USGS	10011500	1976-08-09	60	A
USGS	10011500	1976-08-10	59	A
USGS	10011500	1976-08-11	52	A
USGS	10011500	1976-08-12	50	A
USGS	10011500	1976-08-13	47	A
USGS	10011500	1976-08-14	45	A
USGS	10011500	1976-08-15	44	A
USGS	10011500	1976-08-16	45	A
USGS	10011500	1976-08-17	43	A
USGS	10011500	1976-08-18	45	A
USGS	10011500	1976-08-19	47	A
USGS	10011500	1976-08-20	44	A
USGS	10011500	1976-08-21	42	A
USGS	10011500	1976-08-22	41	A
USGS	10011500	1976-08-23	52	A
USGS	10011500	1976-08-24	51	A
USGS	10011500	1976-08-25	44	A
USGS	10011500	1976-08-26	41	A
USGS	10011500	1976-08-27	41	A
USGS	10011500	1976-08-28	40	A
USGS	10011500	1976-08-29	39	A
USGS	10011500	1976-08-30	38	A
USGS	10011500	1976-08-31	38	A
USGS	10011500	1976-09-01	37	A
USGS	10011500	1976-09-02	38	A
USGS	10011500	1976-09-03	74	A
USGS	10011500	1976-09-04	72	A
USGS	10011500	1976-09-05	69	A
USGS	10011500	1976-09-06	67	A
USGS	10011500	1976-09-07	74	A
USGS	10011500	1976-09-08	67	A
USGS	10011500	1976-09-09	59	A
USGS	10011500	1976-09-10	53	A
USGS	10011500	1976-09-11	49	A
USGS	10011500	1976-09-12	48	A
USGS	10011500	1976-09-13	48	A
USGS	10011500	1976-09-14	47	A
USGS	10011500	1976-09-15	45	A
USGS	10011500	1976-09-16	44	A
USGS	10011500	1976-09-17	42	A
USGS	10011500	1976-09-18	41	A
USGS	10011500	1976-09-19	41	A
USGS	10011500	1976-09-20	42	A
USGS	10011500	1976-09-21	42	A
USGS	10011500	1976-09-22	46	A
USGS	10011500	1976-09-23	48	A
USGS	10011500	1976-09-24	46	A
USGS	10011500	1976-09-25	46	A
USGS	10011500	1976-09-26	49	A
USGS	10011500	1976-09-27	45	A
USGS	10011500	1976-09-28	45	A
USGS	10011500	1976-09-29	45	A
USGS	10011500	1976-09-30	44	A
USGS	10011500	1976-10-01	43	A
USGS	10011500	1976-10-02	43	A
USGS	10011500	1976-10-03	55	A
USGS	10011500	1976-10-04	50	A
USGS	10011500	1976-10-05	49	A
USGS	10011500	1976-10-06	47	A
USGS	10011500	1976-10-07	46	A
USGS	10011500	1976-10-08	45	A
USGS	10011500	1976-10-09	45	A
USGS	10011500	1976-10-10	45	A
USGS	10011500	1976-10-11	45	A
USGS	10011500	1976-10-12	45	A
